Sentiment,target_encoded,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Negative,0,0,0,20,105,2846,442,66,2481,1934,18,9,32,25,731,35,444,262,26,185,151,51,94,1569,24,245,9,4768,1162
Positive,1,31,1979,288,193,3,3,19,236,2,1,32,25,2,65,4,9657,3,3,45,114,151,2390,179,9657,3,8,5,7
Negative,0,0,0,4419,945,2180,1,233,2,130,61,90,21,8,5,7,4769,7328,402,825,75,417,64,20,1342,11,7328,5708,1648
Positive,1,39,774,160,4,81,77,2,38,1822,144,66,4420,24,1450,4,2305,2,357,10875,925,18,17,50,17,2658,5,1620,98
Positive,1,4,328,46,451,848,10,147,2964,256,1,971,49,700,86,233,6804,2,1,963,2,392,167,11,100,5709,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,7329,1452,1269,317,10,1515,15,1064,3021,3,13,12,3,308,3,208,3,438
Positive,1,0,0,0,0,646,417,64,4003,26,653,2274,34,2,195,59,3906,1063,24,27,115,231,226,36,11,42,8,5,7
Positive,1,0,0,197,78,10,9,670,27,10,721,211,1605,1123,17,69,1469,4,4409,288,94,2436,58,188,14,1,8715,2572,242
Positive,1,1,983,15,83,33,818,2,13,12,87,215,15,55,274,572,1,4,1,29,101,50,19,614,724,38,74,299,77
Positive,1,2900,1647,3,3,101,70,69,1,402,144,35,27,72,1,2900,1647,16,1488,10,43,4421,6375,3,3,11,3,3907,308
Negative,0,3,26,628,139,10,1,794,292,1133,24,55,3250,47,1252,2,1,27,3,3,14,54,1453,8,5,7,8,5,7
Positive,1,4,937,346,64,9,171,196,1,218,6,1,140,161,1098,76,23,3,71,495,8004,726,20,7330,2235,11,8,5,7
Positive,1,0,0,0,0,0,0,0,0,17,116,243,1741,52,39,31,957,6,216,13,12,36,1565,47,21,3,8,5,7
Positive,1,10,1,3416,536,36,1,4422,4,30,192,137,1,112,27,219,537,2061,4,3022,124,1236,14,675,13,12,8,5,7
Negative,0,2122,798,2,278,59,2437,18,1,168,3,3,20,697,10,136,15,89,2,2779,421,1,1211,6,2621,5710,8,5,7
Positive,1,1076,197,81,77,17,117,15,64,268,513,5711,1116,15,64,26,88,9,175,2,130,1,287,193,431,66,2,31,259
Positive,1,2,70,29,86,9658,803,18,70,224,160,4,81,470,1179,589,22,205,23,138,16,28,215,9,1330,6,2,43,1375
Negative,0,0,0,0,0,0,0,70,10,3,3,250,88,46,1138,2309,2,1178,958,253,8716,30,13,12,1,237,8,5,7
Negative,0,236,32,56,124,1444,25,114,34,492,160,170,91,4,86,6807,55,25,182,39,141,10,1,573,1122,47,22,5174,11
Positive,1,106,10,4963,66,2780,28,164,215,68,33,184,62,1844,223,1691,9,4964,171,52,19,1470,499,2,65,244,10,211,208
Negative,0,7,24,1,42,310,1,516,1149,3252,15,2622,14,146,167,4,10,20,510,19,3407,1,1419,1910,965,11,8,5,7
Negative,0,10878,57,56,223,22,832,209,95,2,142,733,322,372,35,293,1220,148,752,14,1955,113,122,563,14,13,12,71,9
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,19,232,126,1410,41,294,156,22,1,32,25,11
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,595,22,85,6808,21,2,79,610,32,25,1252,8,5,7,11
Positive,1,64,13,12,3,3,10879,71,475,1842,8717,4,2965,48,9659,3019,3,3,452,36,1,4005,183,8,5,7,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,3604,396,2,81,77,2,79,289,13,12,3,3,11,5712,3,8,5,7
Positive,1,53,9,112,53,1,333,4,593,20,19,292,249,162,149,2,129,246,266,188,1438,10,158,255,208,711,8,5,7
Negative,0,0,0,0,0,0,0,0,4,28,225,45,170,6376,3,3,11,235,135,1180,3161,1226,2848,207,3086,2848,8,5,7
Negative,0,62,2062,38,2351,39,1,1362,34,90,103,111,101,139,408,61,500,33,22,85,3,3,1773,208,11,283,8,5,7
Positive,1,11,15,82,4951,3023,323,204,164,28,68,5415,77,498,6,81,77,569,297,1120,6,366,36,341,3015,4590,8,5,7
Negative,0,11,96,4,4423,65,194,2,429,52,162,126,6809,62,2,29,2,123,2624,64,25,952,7333,4,3087,4965,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8718,9660,4591,4592,56,199,14,176,2,57,8,5,7,11
Positive,1,995,71,162,69,156,9,631,1536,184,62,3,3,50,475,22,47,89,2,1,32,25,117,9,1689,47,4950,14,98
Positive,1,71,9,2438,6,561,34,19,750,141,84,131,1,1048,10,9,32,25,24,100,34,131,33,44,11,4410,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5713,989,10,2305,2,996,21,10,9661,335,2,11,96
Positive,1,0,0,0,0,0,0,28,29,1564,43,9662,18,38,227,1091,63,1,161,3162,105,1002,605,4,1039,18,57,56,1091
Positive,1,128,353,30,86,6,1,867,584,6,20,161,125,34,1104,54,110,4006,45,1104,9,676,642,2482,1376,1237,4,1341,359
Negative,0,2,471,314,1588,33,632,822,471,2115,14,77,3,3,52,10880,33,15,305,4,1,561,6377,1154,370,11,8,5,7
Positive,1,30,193,30,54,32,186,189,70,3088,3,1063,24,54,135,4,106,15,410,36,46,543,64,2123,4,11,8,5,7
Negative,0,21,3,53,1,387,539,28,40,29,82,2150,6,1491,72,66,29,3696,36,11,45,40,1087,1430,5175,10,21,136,300
Positive,1,5416,15,1756,1842,36,9,3,3,162,1550,2,31,9,2781,3,3,569,297,349,20,959,10,41,1227,294,8,5,7
Negative,0,190,489,2,2473,1065,276,47,102,447,992,976,51,841,1021,14,271,386,5,332,48,679,47,424,410,386,5,830,227
Negative,0,382,43,2903,16,2902,436,10881,4,493,375,516,2006,14,2903,34,61,90,804,4,2769,22,27,20,15,58,3,13,12
Negative,0,0,0,0,0,345,1055,142,212,1418,2,823,23,18,598,1416,290,177,14,11,8,5,7,11,42,359,4425,576,237
Negative,0,4,541,1,4426,3,101,45,1159,3,1,61,672,16,1,704,39,1159,1,6810,3,11,3,404,3,2528,8,5,7
Positive,1,83,6016,6,250,88,72,151,457,2,4008,47,2151,8006,5417,944,24,1,3502,6,118,6,104,944,3503,2,1,76,168
Positive,1,25,124,1718,69,420,661,764,4772,2061,592,420,553,978,1743,55,1797,2665,55,1163,2393,311,1279,6,1,6811,8719,67,242
Positive,1,142,212,72,32,25,182,908,353,4,536,328,182,3,3,16,62,54,344,110,2666,4962,3089,4,6017,11,816,540,583
Positive,1,0,696,16,266,508,6,673,1371,1,11,106,16,86,452,2,79,17,120,1,696,22,2063,8,5,7,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,39,9,231,78,2,18,41,392,4967,10,1,32,25,5714,3,3,13,12,2577
Negative,0,1,13,12,67,1,6812,2849,6,1417,51,1446,82,57,56,4593,14,3417,5418,321,4,2698,2850,10,256,2,2267,10,987
Negative,0,51,10882,1,4128,6,1693,189,80,2833,2,276,1,173,6,13,12,2,4129,34,2,76,44,21,4,102,405,226,54
Positive,1,233,26,28,170,1264,3,3,204,185,635,181,119,374,630,10,76,196,1,512,3,3,185,296,2,8007,8,5,7
Negative,0,0,0,0,0,0,0,5715,3322,1754,10,1,936,6,10,23,52,4594,2,129,5715,2708,6380,1935,18,2709,3,698,108
Positive,1,119,539,305,2,554,3164,305,1,364,326,1,2089,180,887,900,14,46,10884,30,1,254,5419,24,1,173,6,13,12
Positive,1,2849,51,1446,9,6020,2,79,1323,46,934,64,42,4,59,7335,5716,92,347,24,38,176,4,1450,3,3,8,5,7
Negative,0,106,984,36,9,67,148,127,415,48,6,21,831,29,55,4427,47,3605,758,757,14,23,14,842,17,100,99,372,148
Negative,0,2,329,4010,2783,76,4,1516,241,16,1498,9,697,10,794,60,2,263,8722,136,4,73,2,421,131,18,996,4,4011
Positive,1,148,1,1300,771,813,2,1139,442,1433,7336,2,14,9,1062,609,148,81,77,4,230,23,3165,2,2152,6,1,3323,154
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,19,1043,382,197,1431,31,153,48,106,1254,4595,11,27,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,129,1431,3090,64,288,408,1236,98,244,23,11
Negative,0,0,0,0,0,2667,415,2,1,32,25,203,942,633,266,1,1886,1333,3,3,494,308,13,12,242,1688,8,5,7
Positive,1,1212,1352,2,79,258,76,168,312,88,126,320,2,421,3324,35,158,597,1002,21,3506,4,3325,1492,2578,1490,2141,36,8723
Negative,0,0,0,0,0,106,88,82,571,18,54,334,28,263,425,4,1099,17,49,133,2,281,477,38,679,410,4,38,5420
Negative,0,1311,497,184,469,9,67,52,107,24,91,633,425,121,35,32,144,122,4428,2,3249,1392,36,393,8,5,7,3,119
Positive,1,305,3166,8,5,7,143,283,68,9,1140,47,2905,131,1411,1468,3166,816,4596,11,3507,238,235,4773,135,4774,235,13,12
Negative,0,4,4968,2,589,98,22,1046,23,30,45,170,266,1,2153,1,442,1934,18,82,5422,219,1569,24,8008,10,1,1650,242
Negative,0,116,830,48,6382,2,121,127,4,129,71,650,15,379,101,14,86,6,17,141,63,82,1799,38,562,1115,589,11,1885
Negative,0,56,58,259,78,17,169,57,489,7339,37,1,318,178,35,23,52,283,636,1280,268,6,1,717,154,2,174,1530,3794
Negative,0,917,4,373,2710,1334,190,31,515,53,38,4969,19,49,4970,1,862,53,213,3795,10,20,1651,2,9,5,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,211,15,14,43,1066,27,72
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,60,188,586,40,17,68,2,573
Negative,0,34,387,20,62,196,228,1384,102,27,186,228,11,4597,1589,402,3,3,1589,4775,6021,3418,6022,8009,825,426,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,0,10885,507,51,2084,79,2,260,1404,66,170,4776,2906,22,9,27,10,12
Negative,0,1302,53,1,11,161,4,1,183,15,1402,191,428,14,487,2342,53,1,96,82,1510,2275,1704,444,3024,3,8,5,7
Negative,0,15,248,21,4,177,30,369,1,2275,3,166,3691,413,2,120,997,2236,10,38,1468,83,1032,90,42,367,8,5,7
Positive,1,110,400,15,9,105,2007,6,7,240,10,1,1255,6,235,39,1,4598,1357,640,28,37,68,184,62,42,1357,2343,11
Negative,0,174,155,527,415,48,6,1199,2,25,97,26,190,2234,23,632,1420,20,15,39,149,3,42,11,1360,3,8,5,7
Positive,1,4777,13,12,2439,20,6383,725,5177,6,351,30,7342,3253,934,4,9,2439,1,5718,40,31,216,2209,23,10,1,213,1086
Negative,0,2,293,1133,14,710,211,95,2,122,1218,60,232,19,1550,2,65,21,55,1166,34,29,3708,79,1716,3508,13,12,21
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4274,1287,1,2210,24,1887,334,4,981,22,85,535,1205
Positive,1,10,1,74,53,3509,186,351,30,432,81,77,2394,714,4,160,2,43,1719,5404,6,4971,949,317,35,2897,511,1774,1607
Positive,1,129,411,410,64,1238,28,16,2907,304,8724,64,3,92,347,20,24,284,66,15,1464,64,59,1307,3,3326,8,5,7
Positive,1,0,0,0,0,0,0,0,377,11,46,734,1845,1328,189,6384,1502,15,82,1041,1392,14,11,28,263,2851,185,3167,33
Positive,1,366,66,49,332,91,9,2852,2,1,550,35,32,2711,3,17,727,16,1,279,3,159,17,54,110,1868,49,2009,2313
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6385,1483,834,5720,131,81,77,154,5721,2853,3327,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,3510,3091,2,2117,23,6,835,178,4012,882,456,3419,1537,630,2,289,13,12
Positive,1,5424,26,16,193,48,6,1,4430,69,1135,47,39,33,88,1590,2,84,2,1,32,25,26,88,74,48,846,2,93
Positive,1,0,0,0,0,0,0,0,0,0,0,28,29,1012,9,1512,2,123,33,911,14,17,2,221,46,410,4,317,815
Negative,0,54,110,119,8010,180,1936,26,1,74,40,527,4132,9,100,2352,1065,1061,3,11,42,6815,999,1065,1846,74,8,5,7
Positive,1,1409,15,25,7312,57,2,787,56,1252,47,141,70,3420,3511,4,256,86,34,416,406,53,34,871,98,4,1694,344,1377
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1517,13,571,9665,2316,258,2276,150,81,77,1373,3606
Negative,0,359,1135,33,88,10886,1490,47,446,687,23,1,813,1306,14,43,913,299,463,982,26,88,138,19,2960,41,2430,124,2851
Negative,0,0,0,0,0,634,63,42,19,1035,2483,202,797,101,19,80,2154,64,89,2,1,32,25,124,223,58,2527,800,208
Negative,0,195,5178,763,6,5722,18,5425,1077,27,115,4599,273,141,1,3512,6816,15,617,9,282,34,1127,222,56,918,6,6387,186
Negative,0,45,1024,39,1187,6,1,596,189,1035,133,1,13,594,624,4,60,33,1343,58,1087,36,119,2,8726,3,238,9666,208
Positive,1,0,0,0,0,0,766,697,10,57,56,515,38,112,121,3709,240,190,31,371,2,79,3,5152,42,11,8,5,7
Positive,1,109,1256,3,13,12,116,6,1529,1,174,381,10,320,2,65,214,1,67,498,147,1012,54,6,9,10887,204,196,42
Negative,0,125,156,36,85,63,1,13,12,358,28,40,31,774,43,46,4,339,167,176,24,4760,5166,4760,5701,4,8727,3421,82
Positive,1,68,36,1,183,15,2,3254,1847,290,6023,519,179,4,4600,13,142,1205,270,2308,14,1,142,771,4256,23,4,1,69
Negative,0,0,0,0,0,0,0,0,3328,873,6,34,61,90,37,1,21,15,62,1538,65,1,3329,2211,19,297,1031,11,423
Negative,0,27,33,80,2785,1077,95,2,61,90,19,2440,814,41,1981,83,19,593,26,1,471,2155,80,1077,228,71,1,1206,242
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5427,51,2786,1,2237,6,9,2317,6,1078,63,1,161
Positive,1,1313,3909,50,17,1188,3,3,20,15,71,6024,388,238,799,69,3,3,11,67,208,1422,135,238,6024,4778,8,5,7
Negative,0,0,0,0,98,32,25,703,72,164,1104,642,2482,3,3,145,98,63,9,96,4014,28,68,72,3,3,11,42,1864
Positive,1,0,0,0,0,1,897,2712,584,6,20,13,12,323,16,32,25,182,45,16,10888,1,6388,6,1,3,8728,5428,423
Positive,1,1958,440,2668,2,1,13,12,3090,64,39,341,227,138,39,99,22,9,32,25,889,188,192,854,93,15,1432,184,62
Negative,0,85,384,1,953,26,16,379,16,126,216,557,23,85,632,635,10,3092,10,3513,4,635,202,171,642,14,9,505,154
Positive,1,252,1518,503,4,4601,1653,40,31,5429,5430,53,42,2064,4276,272,4,4277,190,6025,309,110,46,3797,8,5,7,4276,1267
Positive,1,90,647,2,519,45,29,248,21,3,10,1,250,1744,28,16,90,103,728,2,519,28,49,120,266,9,3330,3,930
Negative,0,0,0,0,0,0,0,0,0,0,7344,3607,2396,4431,583,8729,834,2768,478,68,2,73,505,243,1016,2,99,10,125
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,1,187,41,709,2,519,208,3,8,5,7
Positive,1,82,10890,3608,321,46,19,1053,60,8012,272,801,2125,9,3331,120,59,1539,251,63,13,12,14,1331,1671,5152,8,5,7
Negative,0,23,22,127,1049,920,409,130,90,160,34,33,8013,281,17,36,216,1,1293,1,704,66,68,33,6026,341,33,13,12
Positive,1,0,123,38,392,135,287,1412,24,52,92,164,581,850,541,347,4,31,558,11,42,494,438,502,711,9667,4134,1267,1824
Positive,1,20,1973,330,35,432,269,14,176,192,78,19,1551,4,361,9,27,19,399,41,264,62,344,2,130,1,173,6,2669
Positive,1,16,5179,18,233,103,14,87,419,835,1800,9668,37,1,1363,1704,2,1800,509,77,4,145,2,1801,1,346,2029,1383,11
Negative,0,0,162,62,9,78,206,613,159,17,2,867,72,4,6027,972,248,130,61,90,58,45,49,65,21,228,13,12,552
Positive,1,0,0,0,2778,1322,10,166,2787,6,1,10892,536,4,87,16,587,1395,10,324,2,76,21,186,12,2441,18,2090,301
Negative,0,14,147,6391,1357,881,4,1155,10894,70,4278,44,23,2156,125,66,16,1570,85,4433,1982,35,2766,53,1,42,67,404,754
Positive,1,33,1226,26,33,937,9,220,310,14,1,183,2,6392,66,1,240,88,356,462,72,16,402,144,1378,27,72,128,353
Negative,0,0,0,0,0,0,0,0,8014,555,2,31,2713,22,3710,1108,95,2,11,648,24,2908,369,3093,3,3,8,5,7
Negative,0,0,0,1344,76,44,18,38,21,10,568,17,2432,84,48,47,319,101,17,16,372,164,850,52,117,248,3,3,11
Positive,1,278,93,10,1,2625,1903,3,3,124,28,278,260,10,3,3,11,15,9,840,2,31,54,4602,39,395,8,5,7
Negative,0,0,0,0,0,28,16,378,1379,2,1158,4262,746,100,962,567,74,2,1572,46,451,63,1,13,12,96,8,5,7
Positive,1,0,0,0,0,0,0,139,75,17,29,81,77,3,3,1113,139,75,17,29,103,111,3,3,91,3,3,6028,11
Positive,1,441,796,6,41,1799,3514,3422,9,1983,4,9,277,1869,18,2232,236,56,57,4,41,10895,62,71,1095,11,8,5,7
Negative,0,28,49,603,13,12,916,53,8015,8016,158,255,5431,4,1088,5432,21,329,61,107,22,85,4,107,4603,28,1615,2,962
Positive,1,0,0,0,0,0,0,0,0,0,166,3026,16,1184,1,10896,6,301,121,127,228,159,4972,14,57,56,11,571,108
Negative,0,76,7345,330,35,103,111,20,40,84,18,14,430,1161,252,87,15,55,409,6,21,10,20,254,70,61,11,42,540
Positive,1,1,11,173,34,16,2714,87,2854,2,65,54,76,69,21,4,316,3,3,20,15,39,9,339,2239,3,2854,1984,235
Positive,1,17,68,166,69,81,77,4,1361,165,20,669,24,1824,2967,14,288,36,81,77,2,103,111,8,5,7,8,5,7
Positive,1,452,2626,4,102,334,276,826,632,50,17,198,2,1324,9,179,535,2213,924,2966,2,38,85,1735,119,31,153,48,87
Negative,0,0,0,0,0,0,0,0,0,0,5433,6,1,137,7346,4582,42,308,404,157,11,77,438,711,716,2670,8,5,7
Positive,1,0,0,1,5724,584,1,446,490,1207,1420,9669,6,1,11,96,68,43,303,648,4,43,191,13,12,5725,8,5,7
Positive,1,1001,314,2398,38,1860,10,1,318,3420,28,170,56,10,1326,1001,56,32,25,21,625,11,140,372,1285,1973,42,1937,67
Negative,0,0,0,0,0,0,0,606,108,3,10,606,1,183,2786,1,5726,6,970,244,150,1,254,4,1938,244,4,21,23
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,1013,27,3,193,431,1013,8,5,7
Negative,0,0,0,0,2009,10897,52,1364,1,1293,209,6,2530,38,112,21,25,27,60,380,33,4605,2,9,2266,703,5727,1848,530
Negative,0,3,6,195,3,27,115,3,50,114,1,235,140,3,5180,48,3,1,1,1094,3,4,1,5728,3,3,608,3,11
Negative,0,0,0,0,141,810,21,177,10,751,157,14,501,2278,678,155,6394,61,90,287,5181,3255,4,4423,2,21,1365,22,670
Negative,0,8731,19,5723,9,3608,3512,1070,10,41,8732,33,80,114,2,329,89,2,1,32,25,19,719,273,3,502,8,5,7
Negative,0,151,3165,4,1167,151,2968,194,1,7,2834,6,93,21,364,999,262,5434,6,147,5435,63,1,13,12,96,8,5,7
Negative,0,0,0,0,0,0,0,0,0,3027,4005,851,1502,53,325,301,7347,539,4279,305,1189,277,336,8,5,7,8,5,7
Negative,0,287,21,11,5729,100,50,3156,16,2,120,9,546,6,22,441,100,507,36,102,34,138,75,27,1672,328,119,507,240
Positive,1,70,29,420,52,592,2399,4,102,405,5182,662,4,58,55,68,2,291,150,437,1018,33,88,439,2,123,4,120,440
Positive,1,1,4280,544,960,3515,6395,4,341,2,120,10898,8733,611,55,55,631,194,285,19,532,295,70,9671,2627,134,31,395,4606
Positive,1,21,22,24,1,13,12,888,40,28,65,2,129,21,10,1,127,83,312,5183,258,2109,40,312,3332,2,29,21,9
Negative,0,0,0,13,12,6818,291,662,1239,343,27,115,195,2150,18,1706,1052,3242,1168,14,93,464,445,49,31,381,14,119,464
Negative,0,1,863,80,2479,52,8018,6,33,173,2240,110,13,12,4,4435,86,1023,2,3256,10,141,54,61,90,6,21,119,100
Negative,0,157,1236,14,172,272,21,8019,249,45,263,378,22,1700,6,1758,6,988,6,16,403,4,45,73,54,191,36,1,183
Positive,1,194,83,33,15,1127,819,1,144,4780,115,30,50,45,164,4136,20,15,39,2091,92,70,163,26,427,709,54,4436,208
Positive,1,774,222,1,3095,2311,10,256,2,1321,1,233,92,5184,30,633,30,680,30,15,495,24,136,300,2579,2716,2969,13,12
Positive,1,4973,1358,66,3423,18,2,88,1906,2,5436,131,18,14,54,410,18,60,2,336,154,576,102,46,452,276,48,43,643
Positive,1,0,0,0,0,0,0,0,0,1,112,1067,32,25,8734,113,1,1471,3333,617,131,976,2181,13,12,423,8,5,7
Negative,0,12,61,1115,521,75,24,1269,19,29,349,58,118,34,192,3096,203,399,59,264,62,45,2011,69,59,264,3798,582,248
Negative,0,4,253,1,931,6,1,313,1,76,51,660,7349,6,1,1009,253,1,3799,325,15,607,24,1,11,3,8,5,7
Positive,1,0,0,0,0,3170,119,1701,100,675,3,152,1645,3,210,4607,11,42,2439,734,3257,1233,4015,3,8735,4975,3,3,3
Negative,0,30,50,28,2658,5,1,704,266,440,55,93,408,1151,28,16,2347,28,16,21,4,128,28,16,1240,28,76,1,217
Negative,0,172,1268,737,160,116,589,22,1190,23,52,18,6396,4,3017,3516,4437,6,167,15,89,18,4438,4976,454,108,1885,8020,308
Positive,1,834,25,287,3,3,43,777,40,1128,86,5185,1412,833,2087,4,498,6,216,4137,51,13,12,4,51,2,75,283,56
Positive,1,767,14,41,2442,71,75,17,163,134,31,2182,166,417,85,3608,9,169,6,405,36,1,27,146,2855,1985,108,3712,10901
Negative,0,0,0,0,0,0,2659,1167,505,23,176,1369,2,1573,10,346,30,73,1257,21,345,16,5159,2,120,44,8,5,7
Negative,0,0,0,0,55,692,14,845,45,243,1757,23,83,9673,6031,10,8021,2,4781,600,36,102,596,3,1503,2443,1357,3,11
Negative,0,0,0,0,50,588,2065,1939,6,195,27,115,588,39,439,20,358,17,16,3517,2,1,61,4,800,92,130,13,12
Positive,1,4,84,4977,84,2,1,27,65,18,9,3171,844,150,9,550,138,39,1,112,2266,108,3,44,4,130,122,351,9
Positive,1,0,0,0,0,0,2157,2,29,474,66,16,231,58,5731,70,71,19,499,260,728,6,6397,10902,1960,1095,294,63,12
Positive,1,4,786,2580,17,14,439,1,306,63,20,3098,3,3,32,2183,1775,2125,306,176,196,1387,6,13,12,8,5,7,3418
Positive,1,51,702,33,15,5732,46,1084,14,1392,447,2,13,12,2717,272,3,3,226,54,10,59,1735,1935,106,3,8,5,7
Positive,1,476,6,6820,2,922,124,30,87,170,9,464,668,225,2083,4978,2849,712,4,811,6821,5438,11,2123,271,2241,8,5,7
Positive,1,2,412,36,3801,398,24,57,127,29,349,6032,1257,10,57,56,3802,3,3,11,4439,6822,9674,7350,7351,8022,3803,855,121
Negative,0,32,1388,256,146,78,10,1,259,299,213,205,209,794,28,365,65,1437,433,1241,2701,3029,10,9,25,201,13,12,1111
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,149,58,23,40,526,13,12
Negative,0,0,0,0,0,0,0,0,0,0,0,0,1472,504,14,10,335,30,9675,325,2444,227,194,2,1,85,6,240,3022
Positive,1,0,0,0,0,0,0,0,758,757,74,2,130,1020,2531,460,1,112,27,15,69,9,1169,22,3,3,13,12,308
Positive,1,15,9,3518,6,2970,89,18,4,19,386,5,406,153,1127,2,1,550,47,32,25,101,6,37,1,72,1127,222,12
Negative,0,1,1353,161,4,2581,722,6,11,1,3321,8736,292,243,2778,23,14,26,3805,292,31,6823,30,527,30,495,8,5,7
Positive,1,467,478,582,63,13,12,518,43,121,25,22,8,5,7,14,525,2894,18,8023,4,2211,432,148,177,202,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,10903,240,817,10904,454,1772,13,12,191,801,3,3,439,24,10845,8024,36
Positive,1,1,634,10,220,472,483,307,1632,596,30,33,8026,2,1,476,6,42,2971,226,54,36,4979,8,5,7,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,2,8027,18,804,42,8,5,7
Negative,0,3424,6816,2090,38,2319,1,1689,5186,1670,22,6399,861,789,32,25,10905,3,268,538,3,3,13,12,711,816,438,5187,3910
Negative,0,411,2909,87,40,31,3715,10,1690,307,1,254,1371,1,2114,6,21,4,102,405,6400,3,231,360,1415,2789,29,38,4284
Positive,1,151,9,1044,2,991,24,260,601,354,39,57,50,17,164,2718,32,25,2092,162,94,721,211,253,19,337,26,196,124
Negative,0,1191,23,48,64,2,403,9,4609,1,1178,201,94,253,2066,213,502,42,2521,387,44,216,1,561,34,76,1519,1191,259
Negative,0,24,395,110,5733,10,6401,269,2972,119,2158,375,21,345,35,119,4440,3,3,995,60,294,292,31,14,98,62,3,3
Negative,0,4285,18,217,30,1,73,14,794,177,4,21,178,51,553,44,3609,19,232,757,2,3101,1,3998,18,1633,918,2,3164
Positive,1,67,1,461,1669,689,2,6402,24,1667,704,4,2855,14,595,2910,4,4981,148,10,465,3,3,8,5,7,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1605,662,10906,2012,901,10,1,1255,6,10,1380
Positive,1,1,142,4,4610,6,43,34,4,176,30,9,557,993,15,245,634,2,147,121,25,2127,13,12,359,121,8,5,7
Positive,1,3,3334,276,44,6,142,3,81,77,1314,22,192,399,590,3,6792,620,6,37,1,3,3,235,11,77,8,5,7
Positive,1,0,19,126,203,580,138,839,55,81,77,18,1,27,115,60,33,133,2,3519,44,396,4,1707,1,115,11,13,12
Positive,1,15,69,9,1066,2091,27,10,2159,14,1971,86,107,10,1,4951,148,86,84,150,1,446,93,3505,3425,10907,49,75,677
Positive,1,74,37,11,242,261,155,29,94,6824,52,5734,2,99,10,9,725,4441,2,429,35,80,145,2398,4442,462,72,2175,37
Negative,0,718,97,1124,53,554,1601,6812,1888,788,1,154,6,753,53,395,110,100,1601,8,5,7,3,3,3173,3426,8,5,7
Negative,0,0,0,0,0,0,0,0,377,12,447,849,9,32,25,1534,775,36,2,849,83,185,593,258,2621,384,543,14,301
Positive,1,6,60,1961,514,2,75,33,228,15,3,3,3427,1,4612,840,138,28,4783,14,250,2471,2128,58,10908,250,899,4139,1961
Negative,0,0,0,0,0,0,0,0,0,0,0,1386,8028,1315,4,186,635,48,1082,1345,22,217,4,273,20,397,8,5,7
Negative,0,0,0,0,0,0,0,0,0,14,125,4784,10,68,6,135,839,9,1328,2789,297,198,14,541,422,11,8,5,7
Positive,1,394,4613,72,37,197,956,2671,182,32,25,182,283,182,45,16,43,2382,137,4614,159,17,36,1,1907,6,41,1421,12
Positive,1,81,77,3,3,226,1,277,568,1651,106,2,129,60,10909,4277,15,439,241,63,11,3,3,8,5,7,8,5,7
Negative,0,87,15,417,64,4003,26,653,2274,34,2,195,59,3906,1063,24,27,115,61,423,67,27,423,11,3610,10,8,5,7
Positive,1,0,0,3170,119,1701,100,675,3,152,1645,3,210,32,3,11,42,2439,734,3257,1233,5735,3,4975,3,3,3,3,3
Negative,0,0,0,0,0,0,0,0,0,1,8029,2856,6,1540,97,23,4,1,13,12,140,29,4435,2,6825,147,472,4,1242
Negative,0,2,17,2,191,74,2,1202,48,2,1,298,34,24,1745,21,177,835,1205,4,4444,410,64,2093,6,13,12,1802,61
Positive,1,1550,2,31,18,157,223,62,6034,1346,2780,19,62,29,152,267,805,26,29,1,140,223,431,438,11,42,8,5,7
Negative,0,0,0,0,0,0,0,0,1,13,12,157,3911,1,1017,771,40,454,88,356,1621,23,926,224,9,1360,276,62,2118
